시설명,분점명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,블로그 주소,페이스북 주소,인스타 주소,휴무일,운영시간,무료주차 가능여부,유료주차 가능여부,입장료 유무 여부,입장 가능 나이,가족 화장실 보유 여부,수유실 보유 여부,유모차 대여 여부,키즈존 여부,최종작성일
파도리해수욕장,,문화관광/명소,관광지,해수욕장,충청남도,태안군,소원면,파도리,,,,36.72911279,126.1345591,,,충청남도 태안군 소원면 파도리,,정보없음,정보없음,정보없음,정보없음,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
파독광부기념관,,전시/공연,전시/기념관,기타전시/박물관,강원도,태백시,철암동,,366-78 번지,동태백로,410 번,37.11475037,129.0373236,26045,강원도 태백시 동태백로 410,강원도 태백시 철암동 366-78,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
파독근로자기념관,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,서초구,양재동,,342-5 번지,강남대로6길,77 번,37.46890441,127.0446285,06786,서울특별시 서초구 강남대로6길 77,서울특별시 서초구 양재동 342-5,02-581-7891,http://kdg.or.kr/layout/res/home.php?go=main,정보없음,정보없음,정보없음,연중무휴,10:00~18:00,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
파라다이스아트스페이스,,전시/공연,전시/기념관,기타전시/박물관,인천광역시,중구,운서동,,2874 번지,영종해안남로321번길,186 번,37.43721107,126.4557687,22382,인천광역시 중구 영종해안남로321번길 186,인천광역시 중구 운서동 2874,1833-8855,https://www.p-city.com/front/artSpace/overview,정보없음,정보없음,정보없음,연중무휴,10:00~20:00 (입장마감 19:30),N,Y,Y,연령제한없음,N,N,N,Y,2022-10-31
파라다이스투어,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,중구,장충동,,186-210 번지,동호로,268 번,37.55962115,127.0041031,04617,서울특별시 중구 동호로 268,서울특별시 중구 장충동2가 186-210,0507-1433-2000,http://www.paradisetour.co.kr/main/main.html,정보없음,정보없음,정보없음,"주말, 공휴일",09:00~18:00,N,Y,N,연령제한없음,N,N,Y,Y,2022-10-31
파라마운트무비파크코리아(2023년6월예정),,문화관광/명소,관광지,테마공원/대형놀이공원,인천광역시,중구,운서동,,2955 번지,용유로,700 번,37.46525823,126.3757358,22382,인천광역시 중구 용유로 700,인천광역시 중구 운서동 2955,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,문의,N,N,N,N,2022-10-31
파라마운트테마파크(2025년예정),,문화관광/명소,관광지,테마공원/대형놀이공원,인천광역시,중구,운서동,,2957 번지,,,37.47054684,126.4018153,22374,,인천광역시 중구 운서동 2957,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,문의,N,N,N,N,2022-10-31
파람불,,전시/공연,영화/연극/공연,N,강원도,속초시,동명동,,513-12 번지,번영로,109 번,38.20907739,128.5871681,24828,강원도 속초시 번영로 109,강원도 속초시 동명동 513-12,,정보없음,정보없음,https://www.facebook.com/parambul89/,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
파랑새극장,,전시/공연,영화/연극/공연,N,서울특별시,종로구,동숭동,,1-115 번지,대학로,116 번,37.58153269,127.0023365,03086,서울특별시 종로구 대학로 116,서울특별시 종로구 동숭동 1-115,02-744-0015,http://www.parangsae.theater/,정보없음,정보없음,http://www.instagram.com/parangsae.theater,주말과 공휴일은 공연 없을시 ,10:00~22:00,N,N,Y,연령제한없음,N,Y,N,Y,2022-10-31
파랑새생명숲,,문화관광/명소,관광지,휴양림/수목원,경상북도,예천군,효자면,백석리,801 번지,백석길,159-103 번,36.80009863,128.4350787,36802,경상북도 예천군 효자면 백석길 159-103,경상북도 예천군 효자면 백석리 801,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
파랑새유아숲체험원,,문화관광/명소,관광지,N,세종특별자치시,,세종동,,734-15 번지,,,36.5141482,127.269492,,,세종특별자치시 세종동 734-15,,정보없음,정보없음,정보없음,정보없음,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
파랑씨어터,,전시/공연,영화/연극/공연,공연/연극/문화센터,서울특별시,종로구,동숭동,,1-57 번지,대학로8가길,36 번,37.58248711,127.0024716,03086,서울특별시 종로구 대학로8가길 36,서울특별시 종로구 동숭동 1-57,070-4870-1932,https://parangtheatre.modoo.at/,정보없음,정보없음,정보없음,"월요일, 화요일",공연별 상이,N,N,N,공연별 상이,N,N,N,N,2022-10-31
파로호안보전시관,,전시/공연,전시/기념관,기타전시/박물관,강원도,화천군,간동면,구만리,산215-6 번지,파로호로,208 번,38.09499168,127.7715295,24132,강원도 화천군 간동면 파로호로 208,강원도 화천군 간동면 구만리 산 215-6,033-440-2563,정보없음,정보없음,정보없음,정보없음,"월요일,1월 1일, 명절 당일",09:00~18:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
파스날,,전시/공연,영화/연극/공연,공연/연극/문화센터,경기도,구리시,수택동,,487-2 번지,검배로48번길,9 번,37.59685975,127.1440153,11932,경기도 구리시 검배로48번길 9,경기도 구리시 수택동 487-2,070-4107-4123,정보없음,https://blog.naver.com/cosine90,정보없음,정보없음,격주 일요일,18:00~(익일) 02:00,N,Y,Y,연령제한없음,N,N,N,Y,2022-10-31
파장동이병원가옥,,문화관광/명소,관광지,N,경기도,수원시 장안구,파장동,,383 번지,파장천로,56-9 번,37.30975114,126.9974062,16204,경기도 수원시 장안구 파장천로 56-9,경기도 수원시 장안구 파장동 383,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
파주공룡박물관,,전시/공연,전시/기념관,대형전시/박물관,경기도,파주시,탄현면,법흥리,1652-29 번지,헤이리마을길,93-83 번,37.79100129,126.6969529,10859,경기도 파주시 탄현면 헤이리마을길 93-83,경기도 파주시 탄현면 법흥리 1652-29,070-4139-3499,http://www.vrdino.kr/,정보없음,정보없음,정보없음,월요일(공휴일은 다음날),10:30~18:00,Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
파주금산리민요전승관,,전시/공연,전시/기념관,기타전시/박물관,경기도,파주시,탄현면,금산리,345-33 번지,새오리로286번길,160 번,37.80485371,126.6982592,10858,경기도 파주시 탄현면 새오리로286번길 160,경기도 파주시 탄현면 금산리 345-33,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,N,2022-10-31
파주천운박물원,,전시/공연,전시/기념관,기타전시/박물관,경기도,파주시,파평면,마산리,26 번지,파평산로,210-39 번,37.89569226,126.8605498,10809,경기도 파주시 파평면 파평산로 210-39,경기도 파주시 파평면 마산리 26,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,N,2022-10-31
파주카트랜드,,문화관광/명소,관광지,일반유원지/일반놀이공원,경기도,파주시,탄현면,성동리,646 번지,필승로,398-30 번,37.77749299,126.684548,10862,경기도 파주시 탄현면 필승로 398-30,경기도 파주시 탄현면 성동리 646,0507-1404-9736,https://kartland.modoo.at/,정보없음,정보없음,정보없음,연중무휴,"평일 09:30~17:30, 공휴일 09:30~18:00",Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
파주평화통일체험학습장,,전시/공연,전시/기념관,기타전시/박물관,경기도,파주시,적성면,가월리,114-5 번지,달빛길,54 번,37.97844675,126.9181565,10802,경기도 파주시 적성면 달빛길 54,경기도 파주시 적성면 가월리 114-5,031-940-7304,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
파주프로방스마술극장,,전시/공연,영화/연극/공연,공연/연극/문화센터,경기도,파주시,탄현면,성동리,53-2 번지,,,37.79043675,126.6865516,10858,,경기도 파주시 탄현면 성동리 53-2,070-7018-1084,https://cookingmagician.modoo.at/,정보없음,정보없음,정보없음,정보없음,정보없음,Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
파회,,문화관광/명소,관광지,N,전라북도,무주군,설천면,심곡리,산63-4 번지,,,35.92846108,127.753285,55555,,전라북도 무주군 설천면 심곡리 산 63-4,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
판교낙생농협문화센터,,전시/공연,영화/연극/공연,공연/연극/문화센터,경기도,성남시 분당구,판교동,,576 번지,서판교로32번길,7 번,37.38992928,127.0983112,13479,경기도 성남시 분당구 서판교로32번길 7,경기도 성남시 분당구 판교동 576,031-8017-7850,https://culturenaksaeng.nonghyup.com:8100/user/indexMain.do?siteId=culturenaksaeng,정보없음,정보없음,정보없음,주말,09:00~16:00,Y,Y,N,연령제한없음,N,N,N,Y,2022-10-31
판교박물관,,전시/공연,전시/기념관,기타전시/박물관,경기도,성남시 분당구,판교동,,499 번지,판교로,191 번,37.4009256,127.0955846,13473,경기도 성남시 분당구 판교로 191,경기도 성남시 분당구 판교동 499,031-729-4536,http://www.pangyomuseum.go.kr/,정보없음,정보없음,정보없음,"월요일, 1월 1일, 명절, 국경일, 경축일",09:00~18:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
판다월드,,문화관광/명소,관광지,N,경기도,용인시 처인구,포곡읍,전대리,310 번지,에버랜드로,199 번,37.2940667,127.202128,17023,경기도 용인시 처인구 포곡읍 에버랜드로 199,경기도 용인시 처인구 포곡읍 전대리 310,,http://www.everland.com/pandaworld/,정보없음,정보없음,정보없음,연중무휴,10:00~18:00,Y,Y,Y,연령제한없음,N,Y,Y,Y,2022-10-31
판대유원지,,문화관광/명소,관광지,일반유원지/일반놀이공원,강원도,원주시,지정면,판대리,433-1 번지,지정로,1234-1 번,37.38127136,127.7923656,26357,강원도 원주시 지정면 지정로 1234-1,강원도 원주시 지정면 판대리 433-1,033-742-2111,정보없음,정보없음,정보없음,정보없음,연중무휴,00:00~24:00,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
판부문화의집,,전시/공연,영화/연극/공연,공연/연극/문화센터,강원도,원주시,관설동,,1452-9 번지,치악로,1503 번,37.31858765,127.9664401,26471,강원도 원주시 치악로 1503,강원도 원주시 관설동 1452-9,033-761-8854,https://pcc2005.modoo.at/,정보없음,정보없음,정보없음,월요일,10:00~18:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
판소리박물관,,전시/공연,전시/기념관,기타전시/박물관,전라북도,고창군,고창읍,읍내리,241-1 번지,동리로,100 번,35.43235222,126.702505,56440,전라북도 고창군 고창읍 동리로 100,전라북도 고창군 고창읍 읍내리 241-1,063-560-8061,http://www.gochang.go.kr/pansorimuseum/index.gochang,정보없음,정보없음,정보없음,"월요일, 1월 1일, 명절","동절기 09:00~17:00, 하절기 09:00~18:00",Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
판소리전수관,,전시/공연,영화/연극/공연,공연/연극/문화센터,전라남도,구례군,구례읍,백련리,574 번지,동편제길,53 번,35.21561721,127.4579852,57647,전라남도 구례군 구례읍 동편제길 53,전라남도 구례군 구례읍 백련리 574,061-782-6868,https://www.gurye.go.kr/tour/detail.do?tourId=TOUR_0000000070&menuNo=101004005000,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,Y,Y,2022-10-31
판타스틱공연장,,전시/공연,전시/기념관,기타전시/박물관,제주특별자치도,제주시,애월읍,광령리,2535 번지,평화로,2715 번,33.44748023,126.4343028,63063,제주특별자치도 제주시 애월읍 평화로 2715,제주특별자치도 제주시 애월읍 광령리 2535,02-3143-5959,정보없음,정보없음,정보없음,https://www.instagram.com/fantastick_musical/,정보없음,정보없음,Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
판타스틱오피스,,전시/공연,영화/연극/공연,공연/연극/문화센터,경기도,부천시,중동,,1156 번지,길주로,210-2 번,37.50227733,126.765004,14547,경기도 부천시 길주로 210-2,경기도 부천시 중동 1156,032-327-6313,http://www.bifan.kr/,정보없음,정보없음,정보없음,주말,09:00~18:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
판타지월드,,전시/공연,전시/기념관,기타전시/박물관,전라남도,여수시,수정동,,75 번지,자산4길,39 번,34.74029049,127.7529197,59745,전라남도 여수시 자산4길 39,전라남도 여수시 수정동 75,061-664-7302,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,Y,연령제한없음,N,N,N,N,2022-10-31
팔거산성,,문화관광/명소,명승지,성/성터,대구광역시,북구,노곡동,,산1-3 번지,,,35.9249711,128.570204,,,대구광역시 북구 노곡동 산 1-3,,정보없음,정보없음,정보없음,정보없음,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
팔공산금화자연휴양림,,문화관광/명소,관광지,휴양림/수목원,경상북도,칠곡군,가산면,금화리,산49-1 번지,가산로,323 번,36.05171899,128.5553512,39852,경상북도 칠곡군 가산면 가산로 323,경상북도 칠곡군 가산면 금화리 산 49-1,054-971-1551,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030006,정보없음,정보없음,정보없음,화요일,"09:00~18:00, [숙박시설] 입실 15:00, 퇴실 11:00",Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
팔공테마리조트,,문화관광/명소,관광지,N,경상북도,칠곡군,동명면,득명리,312 번지,한티로,824 번,36.01434967,128.6071016,39855,경상북도 칠곡군 동명면 한티로 824,경상북도 칠곡군 동명면 득명리 312,0507-1446-2000,http://80resort.com/index.html,정보없음,정보없음,정보없음,정보없음,정보없음,Y,N,Y,연령제한없음,N,Y,N,Y,2022-10-31
팔당물환경전시관,,전시/공연,전시/기념관,기타전시/박물관,경기도,광주시,남종면,분원리,250-3 번지,산수로,1692 번,37.4995887,127.3030279,12708,경기도 광주시 남종면 산수로 1692,경기도 광주시 남종면 분원리 250-3,031-8008-6937,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,Y,N,N,연령제한없음,N,Y,N,Y,2022-10-31
팔당유원지,,문화관광/명소,관광지,일반유원지/일반놀이공원,경기도,남양주시,와부읍,팔당리,84 번지,,,37.5411423,127.253257,,,경기도 남양주시 와부읍 팔당리 84,031-590-4900,정보없음,정보없음,정보없음,정보없음,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
팔레드서울,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,종로구,통의동,,6 번지,자하문로10길,30 번,37.57921322,126.9732235,03044,서울특별시 종로구 자하문로10길 30,서울특별시 종로구 통의동 6,02-730-7707,https://www.palaisdeseoul.com/,정보없음,정보없음,정보없음,월요일,"평일 10:00~19:00, 주말 11:00~18:00",N,Y,N,연령제한없음,N,N,N,Y,2022-10-31
팔미도해수욕장,,문화관광/명소,관광지,해수욕장,인천광역시,중구,무의동,,,,,37.37955595,126.422173,,,인천광역시 중구 무의동,,정보없음,정보없음,정보없음,정보없음,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
팔미도홍보관,,전시/공연,전시/기념관,기타전시/박물관,인천광역시,중구,무의동,,산373 번지,팔미로,28 번,37.35822453,126.5107225,22388,인천광역시 중구 팔미로 28,인천광역시 중구 무의동 산 373,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,N,2022-10-31
팔봉산관광지,,문화관광/명소,관광지,일반유원지/일반놀이공원,강원도,홍천군,서면,어유포리,317-4 번지,,,37.70284162,127.6959159,,,강원도 홍천군 서면 어유포리 317-4,033-432-7801,정보없음,정보없음,정보없음,정보없음,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
팔영루,,문화관광/명소,관광지,N,충청북도,제천시,청풍면,물태리,산6-32 번지,,,37.00282598,128.1718056,27214,,충청북도 제천시 청풍면 물태리 산 6-32,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
팔영산자연휴양림,,문화관광/명소,관광지,휴양림/수목원,전라남도,고흥군,영남면,우천리,산350-1 번지,팔영로,1347-418 번,34.62133127,127.4401371,59521,전라남도 고흥군 영남면 팔영로 1347-418,전라남도 고흥군 영남면 우천리 산 350-1,061-830-5386,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030069,정보없음,정보없음,정보없음,연중무휴,"09:00~18:00, [숙박시설] 입실 14:00, 퇴실 11:00",N,Y,N,연령제한없음,N,N,N,Y,2022-10-31
팔현마을기업농촌체험장,,문화관광/명소,관광지,N,대구광역시,수성구,고모동,,52-5 번지,팔현길,88-26 번,35.86803903,128.6715245,42260,대구광역시 수성구 팔현길 88-26,대구광역시 수성구 고모동 52-5,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,N,2022-10-31
팡타개라지,,전시/공연,영화/연극/공연,공연/연극/문화센터,서울특별시,종로구,사직동,,1-181 번지,경희궁1가길,7 번,37.57206892,126.9690111,03176,서울특별시 종로구 경희궁1가길 7,서울특별시 종로구 신문로2가 1-181,02-730-5516,http://www.emuartspace.com/bbs/m/main.php?type=main&ep=ep205032292582d223ceaa81&gp=all,정보없음,정보없음,정보없음,공연별 상이,공연별 상이,Y,Y,N,공연별 상이,N,N,N,Y,2022-10-31
팡팡서커스,,문화관광/명소,관광지,N,경상남도,거제시,일운면,구조라리,191-4 번지,구조라로,73 번,34.80322049,128.6974676,53329,경상남도 거제시 일운면 구조라로 73,경상남도 거제시 일운면 구조라리 191-4,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
패션디자인개발지원센터,,전시/공연,영화/연극/공연,N,대구광역시,북구,산격동,,1670 번지,유통단지로14길,17 번,35.90617968,128.6117418,41515,대구광역시 북구 유통단지로14길 17,대구광역시 북구 산격동 1670,053-383-1670,http://fxco.kr,정보없음,정보없음,정보없음,"3번째 월요일, 명절 당일",11:00~21:00,Y,Y,N,연령제한없음,N,N,N,Y,2022-10-31
패총박물관,,전시/공연,전시/기념관,기타전시/박물관,충청남도,태안군,고남면,고남리,611 번지,안면대로,865778 번,36.42033319,126.4100214,32172,충청남도 태안군 고남면 안면대로 4270-6,충청남도 태안군 고남면 고남리 611,041-670-2337,http://www.taean.go.kr/tour/sub04_07_01_01.do,정보없음,정보없음,정보없음,"월요일, 1월 1일, 명절 당일","하절기(3~10월) 09:00~18:00, 동절기(11~2월) 09:00~17:00",Y,N,Y,연령제한없음,N,Y,Y,Y,2022-10-31
팩토리갤러리,,전시/공연,전시/기념관,미술관,서울특별시,종로구,창성동,,127-3 번지,자하문로10길,15 번,37.57952171,126.9724125,03043,서울특별시 종로구 자하문로10길 15,서울특별시 종로구 창성동 127-3,02-733-4883,정보없음,정보없음,정보없음,정보없음,월요일,11:00~19:00,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
팩토리투,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,종로구,창성동,,127-3 번지,자하문로10길,15 번,37.57952171,126.9724125,03043,서울특별시 종로구 자하문로10길 15,서울특별시 종로구 창성동 127-3,02-733-4883,factory483.org,정보없음,https://www.facebook.com/FACTORY2.SEOUL/,http://www.instagram.com/factory2.seoul,월요일,11:00~19:00,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
퍼스트가든,,문화관광/명소,관광지,유명관광지,경기도,파주시,상지석동,,1086-2 번지,탑삭골길,260 번,37.73264453,126.7949741,10911,경기도 파주시 탑삭골길 260,경기도 파주시 상지석동 1086-2,0507-1304-6861,https://www.firstgarden.co.kr/,https://blog.naver.com/first_garden,https://www.facebook.com/1stgarden.official,http://www.instagram.com/firstgarden1,연중무휴,10:00~22:00,N,Y,Y,연령제한없음,Y,Y,Y,Y,2022-10-31
퍼시픽리솜,,문화관광/명소,관광지,유명관광지,제주특별자치도,서귀포시,색달동,,2950-17 번지,중문관광로,154-17 번,33.24504035,126.4155992,63535,제주특별자치도 서귀포시 중문관광로 154-17,제주특별자치도 서귀포시 색달동 2950-17,1544-2988,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,Y,연령제한없음,N,N,N,Y,2022-10-31
퍼팩토리소극장,,전시/공연,영화/연극/공연,공연/연극/문화센터,대구광역시,서구,비산동,,28-6 번지,북비산로,378-1 번,35.87877075,128.5745795,41795,대구광역시 서구 북비산로 378-1,대구광역시 서구 비산동 28-6,053-628-1205,정보없음,정보없음,정보없음,정보없음,연중무휴,10:00~22:00,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
펀아쿠아,,문화관광/명소,관광지,아쿠아리움/대형수족관,경상남도,김해시,내동,,132-11 번지,금관대로,1369 번,35.24491614,128.8664239,50890,경상남도 김해시 금관대로 1369,경상남도 김해시 내동 132-11,055-324-4122,https://cafe.naver.com/fun4122,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
펀터치갤러리펀몽,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,사하구,감천동,,13-528 번지,옥천로,80-1 번,35.09345142,129.0098081,49367,부산광역시 사하구 옥천로 80-1,부산광역시 사하구 감천동 13-528,,정보없음,https://blog.naver.com/funtouch,https://www.facebook.com/funmong,정보없음,"월요일, 화요일, 일요일",11:00~19:00,N,Y,N,연령제한없음,N,N,N,Y,2022-10-31
펀파크,,문화관광/명소,관광지,유명관광지,충청북도,보은군,보은읍,길상리,329-1 번지,보청대로,1414 번,36.48526881,127.7571913,28916,충청북도 보은군 보은읍 보청대로 1414,충청북도 보은군 보은읍 길상리 329-1,043-544-5553,정보없음,정보없음,정보없음,정보없음,연중무휴,10:00~17:30,N,N,N,연령제한없음,N,N,N,N,2022-10-31
펀펀아트홀,,전시/공연,영화/연극/공연,공연/연극/문화센터,대전광역시,유성구,궁동,,409 번지,대학로151번길,46 번,36.36261197,127.3503142,34138,대전광역시 유성구 대학로151번길 46,대전광역시 유성구 궁동 409,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
펄벅기념관,,전시/공연,전시/기념관,기타전시/박물관,경기도,부천시,심곡본동,,566-9 번지,성주로214번길,61 번,37.47555869,126.781706,14749,경기도 부천시 성주로214번길 61,경기도 부천시 심곡본동 566-9,032-668-7565,http://www.bcmuseum.or.kr/index1.php#title_main,정보없음,정보없음,정보없음,"월요일, 공휴일 다음날, 명절 당일, 1월 1일",09:30~17:30,Y,N,N,연령제한없음,Y,N,N,Y,2022-10-31
펑키하우스,,전시/공연,영화/연극/공연,공연/연극/문화센터,서울특별시,중구,명동,,50-14 번지,명동길,26 번,37.56345745,126.9837648,04536,서울특별시 중구 명동길 26,서울특별시 중구 명동2가 50-14,1588-7890,정보없음,정보없음,정보없음,정보없음,연중무휴,공연별 상이,N,N,Y,공연별 상이,N,N,N,N,2022-10-31
페리지홀앤갤러리,,전시/공연,영화/연극/공연,N,서울특별시,서초구,서초동,,1451-51 번지,반포대로,18 번,37.48223159,127.0127402,06716,서울특별시 서초구 반포대로 18,서울특별시 서초구 서초동 1451-51,070-4676-7096,http://www.perigee.co.kr/,정보없음,정보없음,정보없음,"일요일, 공휴일, 12월 31일, 1월 1일",10:30~18:00,Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
페어스커뮤니케이션즈,,전시/공연,전시/기념관,기타전시/박물관,경기도,성남시 분당구,삼평동,,678 번지,판교역로,240 번,37.40210216,127.1104675,13493,경기도 성남시 분당구 판교역로 240,경기도 성남시 분당구 삼평동 678,031-698-2573,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
페어파트너,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,남구,대연동,,55-1 번지,수영로,312 번,35.13697953,129.1006207,48508,부산광역시 남구 수영로 312,부산광역시 남구 대연동 55-1,051-610-0953,정보없음,정보없음,정보없음,정보없음,주말,09:00~18:30,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
페이스갤러리,,전시/공연,전시/기념관,미술관,서울특별시,용산구,한남동,,740-1 번지,이태원로,267 번,37.53849875,127.0011331,04348,서울특별시 용산구 이태원로 267,서울특별시 용산구 한남동 740-1,02-790-9388,http://www.pacegallery.com/,정보없음,정보없음,https://www.instagram.com/pacegallery/,"일요일, 월요일",10:00~18:00,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
페이퍼돌메이트 아틀리에,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,종로구,안국동,,19-1 번지,율곡로3길,72 번,37.57880163,126.9822167,03061,서울특별시 종로구 율곡로3길 72,서울특별시 종로구 안국동 19-1,070-8879-4373,http://www.artmail.com/,정보없음,정보없음,정보없음,주말,10:30~16:30,N,N,N,연령제한없음,N,N,N,Y,2022-10-31
페인터즈정동길전용관,,전시/공연,영화/연극/공연,N,서울특별시,중구,정동,,22 번지,정동길,3 번,37.56817327,126.9699761,04518,서울특별시 중구 정동길 3,서울특별시 중구 정동 22,02-766-7848,http://thepainters.co.kr/?fbclid=IwAR3SiVeMDVm09Thwx_rFuX5_tK0zf5VkqbfHjWi5tvBeOdRjuVcmkZqCwXs,정보없음,https://www.facebook.com/ThePaintersHERO/,정보없음,정보없음,정보없음,N,Y,Y,연령제한없음,N,N,N,Y,2022-10-31
페인터즈히어로,,전시/공연,영화/연극/공연,공연/연극/문화센터,제주특별자치도,제주시,애월읍,광령리,2535 번지,평화로,2715 번,33.44748023,126.4343028,63063,제주특별자치도 제주시 애월읍 평화로 2715,제주특별자치도 제주시 애월읍 광령리 2535,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
펫힐링오토캠핑장달빛동물원,,문화관광/명소,관광지,동물원,강원도,영월군,남면,연당리,662-2 번지,,,37.1745754,128.4017911,26217,,강원도 영월군 남면 연당리 662-2,033-373-0995,http://moonlightzoo.kr/,https://blog.naver.com/moonlightzoo,정보없음,정보없음,연중무휴,09:00~18:00 하절기 연장운영 (마감 1시간 전 까지 발권고객),Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
편백산림욕장,,문화관광/명소,관광지,휴양림/수목원,울산광역시,북구,달천동,,산160-2 번지,,,35.63903121,129.3040589,,,울산광역시 북구 달천동 산 160-2,,정보없음,정보없음,정보없음,정보없음,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y,2022-10-31
편백힐치유의숲,,문화관광/명소,관광지,휴양림/수목원,전라남도,장성군,북하면,대흥리,376 번지,하남실길,212 번,35.37980201,126.8974113,57207,전라남도 장성군 북하면 하남실길 212,전라남도 장성군 북하면 대흥리 376,,https://heal3001.modoo.at/?link=87w88szo,정보없음,정보없음,정보없음,연중무휴,"입실 14:00, 퇴실 12:00",Y,N,Y,연령제한없음,N,N,N,Y,2022-10-31
평강랜드,,문화관광/명소,관광지,식물원,경기도,포천시,영북면,산정리,728 번지,우물목길,171-18 번,38.04997858,127.3061882,11103,경기도 포천시 영북면 우물목길 171-18,경기도 포천시 영북면 산정리 728,031-532-1779,정보없음,정보없음,정보없음,정보없음,연중무휴,09:00~18:00,Y,N,Y,연령제한없음,N,Y,N,Y,2022-10-31
